aX,aY,aZ,gX,gY,gZ
-0.474,1.205,0.179,-34.241,21.729,29.602
-0.399,1.131,0.140,-19.348,15.869,28.625
-0.293,1.052,0.083,-7.019,11.780,24.048
-0.178,0.975,-0.005,0.610,12.390,17.151
-0.071,0.864,-0.055,6.042,13.672,10.254
0.009,0.734,-0.084,8.545,13.000,5.188
0.058,0.665,-0.100,8.484,11.230,3.906
0.061,0.590,-0.118,10.925,9.460,6.104
0.050,0.492,-0.094,14.893,6.287,10.010
0.018,0.398,-0.050,14.221,2.991,15.198
-0.029,0.328,-0.023,10.986,0.000,20.325
-0.073,0.294,-0.012,5.737,-2.869,23.987
-0.112,0.309,-0.021,-1.099,-4.944,23.865
-0.140,0.402,-0.028,-9.094,-6.165,21.057
-0.148,0.548,-0.024,-16.846,-7.446,17.456
-0.160,0.619,0.007,-18.127,-9.888,12.512
-0.172,0.666,0.029,-15.625,-11.902,8.423
-0.186,0.695,0.020,-12.573,-12.146,6.470
-0.190,0.745,0.019,-12.207,-11.047,7.751
-0.193,0.817,0.012,-16.541,-8.545,10.620
-0.193,0.916,0.012,-23.621,-4.395,13.977
-0.191,1.020,0.027,-29.907,-1.282,18.005
-0.223,1.102,-0.011,-32.227,-0.244,21.240
-0.264,1.145,-0.080,-30.151,-0.366,22.400
-0.286,1.145,-0.107,-24.963,-0.671,20.691
-0.291,1.109,-0.065,-15.808,-3.113,15.991
-0.281,1.047,0.009,-5.371,-5.737,10.132
-0.265,0.987,0.091,2.991,-7.019,4.578
-0.245,0.954,0.125,8.484,-5.981,0.977
-0.228,0.955,0.138,10.559,-2.991,-0.732
-0.218,0.971,0.130,11.658,0.000,-0.977
-0.214,0.972,0.093,12.329,2.319,0.427
-0.235,0.971,0.034,12.146,3.418,2.991
-0.244,0.980,-0.045,11.475,4.028,5.615
-0.251,0.974,-0.026,13.367,1.282,7.019
-0.254,0.945,0.017,16.602,-3.174,6.714
-0.245,0.931,0.046,16.785,-5.554,6.592
-0.239,0.927,0.064,14.526,-7.141,6.470
-0.235,0.933,0.043,12.573,-7.690,6.409
-0.220,0.941,0.023,9.583,-7.141,6.409
-0.210,0.926,0.021,6.714,-7.385,6.165
-0.207,0.905,0.007,4.883,-7.324,6.165
-0.205,0.892,-0.016,3.296,-6.897,6.653
-0.206,0.931,-0.040,0.916,-6.714,8.179
-0.209,0.941,-0.050,1.343,-6.836,8.972
-0.210,0.942,-0.038,1.953,-7.080,8.911
0.035,2.331,1.319,135.498,19.165,66.101
-0.056,2.001,1.215,147.034,64.209,34.607
-0.550,1.670,0.162,91.492,96.008,19.226
-0.995,1.617,-0.346,2.319,70.984,13.306
-1.127,1.595,0.016,-30.823,11.658,2.258
-1.219,1.746,0.229,-31.677,-19.348,-3.723
-1.358,2.164,0.136,-33.142,-18.616,1.404
-1.372,2.926,0.114,-33.142,-13.611,16.968
-1.289,3.630,0.103,-20.081,-15.320,31.372
-1.217,3.972,0.002,-9.644,-20.691,31.494
-1.043,3.778,-0.146,-2.991,-13.184,16.968
-0.870,3.133,-0.185,7.263,7.202,-4.395
-0.743,2.549,0.037,11.230,19.104,-11.963
-0.702,2.023,0.229,9.521,28.381,-11.963
-0.729,1.609,0.255,6.836,37.903,-12.817
-0.709,1.336,0.133,9.644,37.720,-15.198
-0.614,1.065,0.054,17.334,30.579,-19.653
-0.430,0.833,-0.014,25.635,28.320,-21.912
-0.233,0.587,-0.118,32.959,34.424,-20.386
-0.056,0.355,-0.203,38.757,42.725,-19.958
0.072,0.079,-0.253,44.617,50.293,-24.597
0.110,-0.181,-0.297,45.654,55.908,-32.227
0.107,-0.308,-0.313,44.128,57.251,-36.682
0.099,-0.321,-0.305,44.189,52.429,-40.833
0.065,-0.305,-0.410,48.584,46.692,-50.842
-0.027,-0.409,-0.545,46.753,40.344,-61.584
-0.100,-0.375,-0.754,27.588,25.696,-56.824
-0.083,-0.314,-0.686,2.747,5.371,-48.584
-0.068,-0.103,-0.638,-11.475,-12.268,-38.818
-0.060,0.019,-0.503,-20.630,-27.405,-32.288
-0.090,0.054,-0.353,-29.236,-37.842,-32.349
-0.107,0.020,-0.210,-29.907,-44.250,-30.640
-0.108,-0.007,-0.067,-26.489,-47.424,-25.879
-0.120,-0.042,0.033,-21.057,-45.593,-19.043
-0.128,-0.074,0.098,-18.127,-39.001,-11.963
-0.113,-0.002,0.181,-14.160,-34.424,-3.174
-0.099,0.018,0.214,-8.301,-31.982,0.977
-0.073,0.059,0.188,-3.906,-28.442,4.822
-0.035,0.136,0.162,1.526,-27.039,9.827
0.013,0.164,0.171,2.441,-27.649,12.939
0.064,0.161,0.182,0.610,-26.062,13.489
0.087,0.156,0.155,-1.404,-22.827,13.550
0.091,0.132,0.123,-3.296,-20.325,12.512
0.069,0.052,0.082,0.183,-21.057,10.742
0.020,-0.098,0.008,4.395,-23.865,8.545
-0.030,-0.209,-0.075,1.648,-27.649,7.385
-0.072,-0.183,-0.153,-5.127,-31.433,8.484
-0.096,-0.089,-0.201,-6.531,-33.752,9.460
-0.103,-0.011,-0.220,0.366,-34.668,9.705
-0.122,0.081,-0.261,13.306,-36.255,9.644
-0.170,0.148,-0.285,27.710,-39.978,8.362
-0.184,0.203,-0.251,39.307,-42.664,6.836
-0.198,0.225,-0.121,50.537,-45.471,5.493
-0.211,0.234,-0.112,67.688,-43.640,3.784
-0.280,0.305,-0.232,77.942,-35.889,2.686
-0.372,0.460,-0.317,73.181,-27.649,5.249
-0.430,0.769,-0.342,61.768,-23.193,13.367
-0.419,1.252,-0.239,61.462,-22.949,27.649
-0.404,1.641,-0.091,88.257,-30.823,36.072
-0.315,1.867,0.134,123.108,-38.574,32.410
-0.173,1.889,0.476,125.427,-36.987,20.996
-0.080,1.875,0.644,89.478,-14.282,15.503
-0.102,2.087,0.660,53.101,5.737,15.198
-0.319,2.118,0.116,50.415,18.250,4.272
-0.708,2.203,-0.053,28.870,20.935,-0.671
-0.792,2.306,0.106,-22.644,19.470,2.319
-0.723,2.431,0.696,-42.908,20.325,3.784
-0.793,2.419,0.940,-24.048,42.664,-1.709
-1.069,2.260,0.571,-4.883,67.078,0.549
-1.203,2.222,0.448,-2.563,47.485,18.250
-0.926,2.236,0.686,13.977,8.362,30.151
-0.533,2.224,0.740,37.415,-10.498,26.733
-0.259,2.176,0.604,51.758,-11.658,14.526
-0.104,2.035,0.340,53.894,-0.061,1.038
-0.080,1.837,0.135,41.443,16.113,-7.751
-0.102,1.583,0.096,22.034,22.461,-9.460
-0.137,1.337,0.186,2.808,16.907,-7.996
-0.218,1.166,0.228,-12.634,7.996,-6.104
-0.296,1.117,0.198,-27.100,1.282,-2.747
-0.366,1.097,0.183,-36.316,-6.897,3.052
-0.411,1.039,0.167,-39.124,-17.029,7.324
-0.403,0.991,0.123,-39.856,-26.245,9.521
-0.363,0.965,0.102,-38.818,-34.119,10.376
-0.314,0.970,0.064,-38.269,-36.804,11.108
-0.274,0.957,0.051,-37.903,-35.461,12.207
-0.248,0.913,0.039,-34.546,-31.067,12.207
-0.224,0.830,0.065,-28.931,-25.879,12.390
-0.226,0.740,0.078,-20.813,-19.348,11.597
-0.223,0.642,0.065,-13.245,-12.390,10.193
-0.207,0.590,0.074,-9.583,-8.118,9.705
-0.181,0.538,0.073,-8.179,-3.845,8.850
-0.165,0.503,0.079,-6.470,-0.671,7.935
-0.176,0.496,0.050,-5.371,2.441,7.874
-0.162,0.524,0.032,-5.127,5.676,8.850
-0.112,0.587,0.041,-5.859,7.263,9.705
-0.078,0.648,0.051,-4.822,5.737,10.071
-0.061,0.700,-0.004,-1.587,4.333,9.949
-0.059,0.741,-0.075,-0.122,2.808,9.644
-0.045,0.780,-0.098,-2.686,0.977,9.766
-0.044,0.793,-0.056,-6.042,-2.686,10.071
-0.058,0.791,-0.007,-7.446,-6.592,10.010
-0.089,0.815,0.006,-8.911,-9.277,10.254
-0.123,0.857,0.004,-10.925,-10.010,11.047
-0.141,0.912,0.024,-14.160,-10.010,11.536
-0.151,0.940,0.073,-15.503,-9.827,10.864
-0.156,0.946,0.132,-14.099,-9.033,9.583
-0.175,0.934,0.173,-11.719,-7.812,8.118
-0.211,0.953,0.146,-7.019,-5.554,7.507
-0.247,0.927,0.129,-0.244,-2.808,6.897
-0.284,0.883,0.119,2.991,-2.441,7.141
-0.302,0.877,0.108,2.319,-3.113,10.193
-0.302,0.888,0.119,1.221,-3.967,12.573
-0.296,0.914,0.115,0.427,-4.333,13.977
-0.291,0.955,0.093,-1.221,-2.686,14.709
-0.274,0.996,0.097,-4.089,-0.488,15.137
-0.260,1.000,0.105,-5.310,0.061,14.221
-0.246,0.987,0.100,-6.470,0.061,12.634
-0.229,0.968,0.092,-7.141,0.183,10.681
-0.217,0.958,0.077,-6.287,0.488,8.728
-0.794,2.665,0.238,14.038,10.559,78.735
-1.120,2.765,-0.043,72.632,12.756,51.758
-1.332,2.528,-0.114,115.784,-3.174,17.456
-1.384,2.205,-0.085,135.925,-14.221,-10.742
-1.286,1.958,0.049,139.526,-9.460,-31.311
-1.106,1.840,0.304,141.907,-1.648,-41.626
-0.988,1.906,0.331,127.686,12.390,-37.537
-0.985,2.171,0.340,87.585,29.602,-23.071
-1.005,2.382,0.230,43.518,45.044,-9.583
-1.030,2.739,0.341,-0.366,44.556,-3.967
-1.037,3.050,0.637,-34.729,34.912,-7.324
-1.136,3.085,0.480,-61.829,41.443,-13.062
-1.116,3.230,-0.098,-99.487,62.622,-3.296
-1.013,3.563,-0.624,-125.000,70.618,11.047
-0.958,3.327,-0.758,-83.252,55.359,0.732
-0.863,2.483,-0.621,-2.686,30.273,-28.381
-0.706,1.698,-0.517,57.312,15.381,-47.424
-0.546,1.081,-0.580,86.487,14.038,-57.068
-0.432,0.587,-0.620,93.384,16.174,-61.646
-0.303,0.117,-0.600,79.834,19.592,-60.303
-0.138,-0.182,-0.476,55.786,21.484,-51.392
0.007,-0.413,-0.370,43.396,23.193,-44.067
0.092,-0.644,-0.307,41.687,30.090,-43.335
0.133,-0.698,-0.227,41.870,44.006,-44.189
0.087,-0.698,-0.242,41.748,65.063,-44.556
0.014,-0.478,-0.402,31.250,83.435,-42.358
-0.046,-0.429,-0.707,6.958,87.830,-50.537
0.094,-0.639,-0.724,-21.729,72.937,-51.086
0.149,-0.076,-0.919,-2.258,47.424,-30.518
0.068,-0.103,-0.780,-22.522,17.151,-19.592
0.082,0.087,-0.593,-27.771,-1.831,-11.292
0.051,0.040,-0.359,-48.279,-13.672,-8.240
-0.003,0.040,0.061,-59.143,-24.170,1.404
-0.058,0.108,0.254,-40.710,-17.273,16.113
-0.070,0.212,0.390,-19.226,-5.676,26.489
-0.054,0.119,0.396,-3.296,0.488,23.987
-0.046,0.044,0.375,0.732,3.723,21.179
-0.017,0.045,0.279,3.967,7.263,21.423
0.001,0.072,0.213,12.329,9.216,21.851
0.031,0.154,0.220,30.945,8.972,22.217
-0.004,0.119,0.078,54.382,9.644,17.578
-0.039,0.102,-0.084,64.941,13.245,11.597
-0.025,0.069,-0.043,44.861,12.573,10.742
0.030,0.067,0.054,31.494,8.423,13.367
0.094,0.038,0.080,32.959,4.333,15.808
0.133,-0.059,0.019,44.556,0.305,15.259
0.168,-0.104,-0.093,49.744,-1.770,15.015
0.186,-0.095,-0.195,44.800,-4.395,14.648
0.166,-0.094,-0.263,36.438,-8.240,13.428
0.134,-0.069,-0.262,28.748,-15.564,12.451
0.035,0.015,-0.211,22.156,-22.583,11.414
-0.056,0.123,-0.148,19.592,-25.940,8.972
-0.126,0.190,-0.099,28.381,-27.466,3.418
-0.192,0.147,-0.142,44.678,-25.208,-2.563
-0.278,0.063,-0.209,56.702,-22.888,-6.653
-0.278,0.031,-0.114,57.922,-24.841,-5.615
-0.288,0.269,0.120,54.382,-33.997,2.747
-0.424,0.592,-0.390,82.825,-28.564,15.198
-0.399,0.959,-0.445,99.792,-24.597,27.710
-0.452,1.387,-0.164,68.054,-51.880,37.720
-0.396,1.663,0.216,46.326,-62.866,43.457
-0.448,1.843,0.218,45.776,-62.439,38.635
-0.449,2.207,0.386,28.992,-54.688,38.696
-0.422,2.706,0.908,5.066,-51.270,38.635
-0.661,2.733,1.140,-17.334,-26.611,14.709
-0.675,2.542,0.594,-22.339,15.564,-5.493
-0.630,2.670,0.452,-11.230,11.475,8.972
-0.571,2.422,0.238,19.104,13.062,8.667
-0.513,2.029,0.115,41.565,15.808,2.563
-0.629,1.686,0.016,49.561,6.531,2.808
-0.476,1.988,0.050,37.659,1.343,4.883
-0.283,2.306,0.215,6.653,-5.127,4.028
-0.331,2.557,0.162,-17.029,-15.564,1.648
-0.362,2.275,0.305,3.479,-31.128,-10.132
-0.335,1.789,0.648,37.231,-40.588,-25.391
-0.305,1.431,0.612,56.091,-26.428,-32.715
-0.336,1.124,0.419,67.871,-13.916,-34.485
-0.300,0.898,0.227,75.500,-13.977,-31.372
-0.299,0.780,0.102,59.326,-17.578,-23.193
-0.278,0.782,0.007,28.381,-19.592,-12.634
-0.259,0.816,-0.006,-6.836,-25.330,-1.221
-0.250,0.821,-0.013,-26.855,-32.959,5.249
-0.242,0.820,-0.036,-35.095,-41.870,8.057
-0.235,0.814,-0.025,-38.086,-50.903,8.301
-0.243,0.770,-0.020,-35.095,-56.946,8.240
-0.247,0.705,0.027,-35.400,-60.303,7.812
-0.266,0.667,0.143,-36.438,-61.951,8.423
-0.280,0.630,0.157,-27.893,-57.068,8.240
-0.271,0.645,0.116,-19.165,-46.448,8.179
-0.238,0.648,0.177,-14.832,-37.231,9.827
-0.202,0.629,0.187,-11.047,-25.696,11.169
-0.186,0.620,0.129,-7.568,-11.719,13.184
-0.191,0.658,0.050,-8.484,-0.977,14.648
-0.194,0.683,-0.025,-10.620,5.920,14.465
-0.204,0.711,-0.100,-15.686,8.118,13.306
-0.211,0.799,-0.083,-28.198,4.944,13.550
-0.204,0.879,-0.015,-41.870,0.183,13.367
-0.206,0.954,0.068,-49.377,-3.601,11.475
-0.215,1.032,0.138,-49.438,-6.104,10.620
-0.225,1.068,0.165,-39.612,-6.226,10.437
-0.238,1.110,0.150,-23.437,-3.601,10.437
-0.242,1.135,0.106,-15.076,0.610,11.841
-0.246,1.153,0.069,-8.423,4.395,14.587
-0.264,1.120,0.038,2.441,7.874,17.151
-0.262,1.096,0.013,12.695,10.193,20.020
-0.275,1.073,0.007,22.522,10.315,20.569
-0.289,1.004,-0.009,30.273,10.193,17.090
-0.298,0.956,-0.008,30.396,11.292,13.550
-0.302,0.925,0.008,26.794,11.780,10.437
-0.306,0.890,0.017,23.010,12.268,6.226
-0.299,0.875,0.023,19.043,12.390,3.235
-0.282,0.878,0.030,14.832,12.451,1.038
-0.264,0.894,0.035,10.681,12.451,-0.916
-0.251,0.917,0.008,5.920,13.733,-1.465
-0.240,0.955,-0.009,0.732,15.320,-1.099
-0.226,0.966,-0.006,-1.465,15.503,-0.366
-0.215,0.962,0.007,-0.183,14.282,0.916
-0.220,0.937,0.044,1.221,12.634,3.479
-0.221,0.922,0.054,0.183,13.977,7.324
-0.488,1.649,1.327,-2.747,40.100,46.204
-0.580,1.852,1.291,16.785,68.665,27.771
-0.793,2.119,0.770,33.325,79.468,4.150
-1.003,2.528,0.271,55.298,41.016,-13.000
-0.980,2.730,0.010,110.168,-12.878,-30.518
-0.693,2.780,0.052,159.302,-34.119,-40.955
-0.323,2.825,0.277,153.931,-21.179,-36.926
-0.132,2.719,0.126,110.535,4.517,-27.466
-0.273,2.745,-0.008,45.837,15.137,-24.963
-0.629,3.009,0.176,-19.775,10.071,-19.226
-0.934,3.223,0.324,-62.927,-2.625,-25.818
-0.936,3.236,0.334,-83.801,-19.836,-49.438
-0.745,3.106,0.400,-95.764,-32.104,-69.153
-0.699,2.913,0.368,-96.191,-31.311,-49.744
-0.666,2.940,-0.135,-47.424,0.549,-3.479
-0.547,2.565,-0.281,11.658,13.306,1.343
-0.324,1.746,-0.112,62.683,17.273,-19.897
-0.155,1.183,-0.268,106.262,37.476,-29.419
-0.027,0.523,-0.257,129.761,59.265,-33.875
-0.002,0.099,-0.169,125.244,73.730,-25.208
-0.043,-0.334,-0.002,101.563,81.848,-13.855
-0.126,-0.478,-0.164,113.281,94.788,-15.015
-0.254,-0.192,-0.358,85.632,102.600,-15.137
-0.360,-0.822,-0.519,28.748,94.421,-52.368
-0.450,-0.860,-0.843,15.503,80.933,-61.340
-0.428,-1.205,-0.845,-40.588,56.641,-72.021
-0.325,-0.489,-1.121,-42.114,28.625,-62.439
-0.328,-0.505,-1.035,-78.857,-13.306,-37.598
-0.145,0.180,-0.609,-116.516,-53.040,-5.371
-0.040,0.042,-0.381,-149.963,-72.266,-2.380
-0.051,0.320,0.061,-131.470,-79.712,15.808
-0.091,0.406,0.158,-90.881,-58.777,28.259
-0.254,0.208,0.132,-41.382,-39.185,27.588
-0.312,0.185,0.192,-34.180,-35.706,32.837
-0.361,0.151,0.325,-18.311,-21.912,32.471
-0.174,0.089,0.347,1.282,1.465,21.973
-0.124,-0.130,0.552,15.015,21.851,16.174
0.088,-0.083,0.101,-5.127,44.434,29.236
0.103,-0.034,0.142,1.831,53.162,34.607
0.184,0.014,0.075,2.258,55.115,35.278
0.205,0.168,-0.020,-0.977,52.490,38.391
0.206,0.196,-0.100,-3.052,51.453,30.457
0.152,0.140,-0.209,-4.639,50.537,15.625
0.083,-0.050,-0.213,-2.686,42.725,3.662
0.085,-0.199,-0.124,-4.944,30.029,-1.038
0.095,-0.209,-0.105,-13.550,19.043,2.930
0.173,-0.070,-0.103,-18.066,7.751,10.986
0.121,0.076,-0.194,-10.498,-1.038,15.137
0.066,0.023,-0.246,9.644,-10.681,11.475
0.025,0.038,-0.277,23.254,-20.691,10.742
-0.015,0.055,-0.291,27.161,-27.893,12.512
-0.051,0.061,-0.288,27.466,-33.813,12.939
-0.081,0.047,-0.222,27.039,-42.297,13.000
-0.131,0.002,-0.222,28.809,-51.147,12.268
-0.252,-0.008,-0.309,31.433,-60.120,11.719
-0.324,0.063,-0.260,36.804,-72.266,11.841
-0.421,0.127,-0.020,46.143,-75.256,10.254
-0.457,0.226,0.153,47.485,-52.551,9.827
-0.389,0.539,0.426,38.696,-30.334,17.883
-0.426,0.819,0.390,52.795,-14.954,24.719
-0.420,1.219,0.075,62.805,-0.183,30.151
-0.242,1.770,-0.120,68.298,10.437,35.645
-0.079,2.014,-0.152,79.651,8.118,26.611
0.085,2.185,-0.013,76.965,2.563,6.897
0.192,2.393,0.229,40.466,10.437,-11.841
0.088,2.402,0.172,-4.700,27.832,-21.362
-0.304,2.313,0.135,-30.579,42.358,-24.536
-0.586,2.189,-0.089,-56.152,52.124,-23.621
-0.757,2.349,-0.056,-82.520,37.903,-19.226
-0.910,2.482,-0.343,-92.163,26.062,-24.963
-0.946,2.693,-0.399,-115.784,22.217,-35.217
-0.755,2.940,0.038,-146.240,11.047,-40.527
-0.535,2.403,0.286,-130.432,6.958,-44.983
-0.820,2.604,0.085,-96.558,19.348,-5.371
-0.916,2.597,0.169,-53.223,27.710,40.222
-0.789,2.326,0.490,18.738,27.588,50.110
-0.222,2.036,0.705,72.876,44.800,40.527
0.075,1.844,0.694,85.510,63.904,27.527
0.173,1.632,0.521,70.618,82.397,14.587
0.103,1.489,0.281,50.476,101.624,1.709
-0.027,1.391,-0.038,29.724,120.972,-4.150
0.010,1.391,-0.191,14.587,115.906,-7.568
-0.121,1.295,0.224,19.958,77.148,-16.357
-0.131,0.848,0.241,34.912,59.021,-24.414
-0.707,-0.025,-0.737,36.560,53.101,-9.155
0.234,1.306,0.759,21.362,10.925,36.865
0.005,0.463,-0.484,7.019,56.885,18.127
0.272,1.019,0.021,14.587,19.531,41.443
0.220,0.694,-0.328,15.015,2.625,44.861
-0.054,0.737,-0.290,10.742,-6.897,49.255
-0.147,0.611,-0.357,-0.854,-18.188,44.678
-0.217,0.613,-0.223,-7.812,-37.598,41.443
-0.251,0.604,-0.045,-16.724,-53.406,37.109
-0.283,0.620,0.107,-19.531,-53.345,31.128
-0.271,0.632,0.152,-19.714,-42.419,24.048
-0.306,0.683,0.150,-16.846,-35.156,18.982
-0.323,0.679,0.119,-11.353,-31.616,15.015
-0.353,0.679,0.016,-4.761,-27.161,11.719
-0.391,0.678,-0.075,0.183,-22.095,10.254
-0.392,0.615,-0.094,2.075,-18.311,10.193
-0.331,0.609,-0.031,-1.526,-13.977,11.597
-0.254,0.609,0.094,-7.690,-10.498,12.878
-0.186,0.641,0.171,-8.301,-5.859,14.404
-0.139,0.671,0.163,-3.235,-0.549,15.198
-0.113,0.726,0.101,2.930,5.798,15.747
-0.112,0.772,0.030,8.606,8.484,16.541
-0.102,0.770,0.002,12.146,5.127,16.174
-0.086,0.774,-0.021,11.719,-2.380,15.869
-0.087,0.772,-0.046,8.728,-8.118,14.343
-0.069,0.798,-0.059,4.089,-10.315,13.245
-0.039,0.837,-0.027,-0.549,-10.132,13.428
-0.031,0.890,0.016,-2.991,-11.108,13.428
-0.060,0.967,0.032,-5.981,-11.963,13.367
-0.116,1.047,0.036,-10.193,-11.719,11.475
-0.212,1.086,0.070,-13.428,-11.047,7.812
-0.305,1.142,0.073,-17.822,-9.644,4.089
-0.373,1.166,0.071,-21.179,-9.888,1.160
-0.405,1.176,0.059,-19.958,-11.536,0.061
-0.394,1.195,0.077,-15.686,-13.062,2.319
-0.229,2.361,0.766,76.416,17.883,18.311
-0.363,2.414,1.041,88.440,49.377,2.380
-0.625,2.255,0.641,79.407,91.919,-9.949
-1.037,2.262,-0.021,49.683,103.455,-11.169
-1.046,2.458,-0.388,23.499,89.417,-9.583
-0.747,2.710,-0.326,28.015,74.097,-7.874
-0.418,2.876,-0.047,43.945,66.467,-7.629
-0.421,3.082,0.079,45.105,58.533,-0.366
-0.544,3.396,-0.071,28.564,46.814,15.442
-0.655,3.621,-0.130,6.897,33.875,22.705
-0.818,3.384,0.009,-6.348,14.893,8.728
-0.937,2.942,0.271,-18.738,0.854,-9.399
-0.971,2.416,0.441,-30.151,-2.930,-18.494
-1.005,2.042,0.302,-24.231,2.136,-12.817
-0.941,1.810,0.076,-10.254,8.240,1.099
-0.835,1.586,-0.233,11.475,9.521,12.085
-0.666,1.236,-0.427,35.828,8.850,13.000
-0.417,0.869,-0.376,51.025,9.338,10.132
-0.142,0.526,-0.254,52.979,17.944,5.615
0.049,0.180,-0.245,46.021,33.936,-4.578
0.119,-0.340,-0.360,45.654,50.476,-18.066
0.124,-0.514,-0.436,46.814,61.584,-24.475
0.105,-0.700,-0.658,39.001,70.618,-41.565
0.015,-0.903,-0.919,19.165,62.622,-53.772
-0.052,-0.693,-0.921,2.319,35.278,-42.908
-0.119,-0.488,-0.822,-16.357,3.113,-32.043
-0.150,-0.109,-0.628,-36.499,-20.691,-21.240
-0.146,0.103,-0.437,-55.298,-34.546,-15.015
-0.129,0.182,-0.211,-65.674,-44.128,-16.357
-0.133,0.218,-0.065,-67.444,-47.913,-16.418
-0.158,0.190,0.061,-63.171,-46.326,-15.442
-0.150,0.145,0.237,-54.504,-44.250,-9.949
-0.093,0.178,0.350,-45.654,-35.583,-2.380
-0.041,0.217,0.290,-36.560,-18.921,2.319
0.003,0.115,0.231,-24.719,-5.005,1.892
0.034,0.054,0.204,-15.747,4.211,0.427
0.065,0.047,0.178,-9.888,11.475,2.502
0.066,0.046,0.153,-4.211,17.334,4.822
0.073,0.014,0.116,-0.854,22.217,5.981
0.082,0.015,0.073,-0.427,24.597,7.324
0.105,0.029,0.024,0.366,20.020,9.949
0.107,0.004,-0.012,2.014,14.038,10.437
0.102,-0.030,-0.060,1.282,7.996,11.169
0.103,-0.069,-0.100,-2.930,4.333,11.841
0.090,-0.062,-0.105,-6.592,-0.244,13.733
0.048,-0.031,-0.101,-8.606,-3.845,14.526
-0.005,-0.003,-0.100,-9.583,-5.005,13.306
-0.063,0.008,-0.105,-9.705,-3.723,11.475
-0.117,0.022,-0.116,-10.376,-0.244,9.521
-0.163,0.032,-0.159,-12.451,2.380,7.629
-0.198,0.045,-0.191,-13.855,1.404,5.432
-0.224,0.054,-0.201,-12.939,-2.747,2.502
-0.241,0.070,-0.159,-9.644,-7.568,0.000
-0.251,0.130,-0.110,-0.366,-11.292,-2.014
-0.273,0.172,-0.152,21.301,-13.611,-3.601
-0.275,0.207,-0.172,50.415,-17.212,-3.418
-0.281,0.246,-0.232,75.073,-19.836,0.305
-0.294,0.300,-0.281,90.393,-19.836,6.165
-0.372,0.352,-0.314,98.511,-18.188,11.047
-0.466,0.559,-0.156,95.337,-13.184,20.813
-0.472,0.922,-0.052,96.680,-13.000,37.415
-0.466,1.520,-0.039,112.122,-21.606,55.786
-0.420,1.887,0.047,136.719,-33.691,62.073
-0.326,2.029,0.332,139.038,-34.241,53.040
-0.223,2.090,0.412,111.633,-14.526,35.767
-0.120,1.947,0.323,70.007,9.766,17.761
-0.196,1.948,0.259,11.414,24.963,17.639
-0.521,1.919,0.208,-36.316,28.809,23.437
-0.821,1.976,0.207,-61.401,18.433,26.184
-0.924,2.114,0.107,-76.233,12.512,26.001
-0.866,2.345,-0.075,-78.247,12.451,25.146
-0.888,2.539,-0.162,-62.012,-4.761,32.715
-0.838,2.679,-0.118,-39.124,-25.757,41.931
-0.648,2.600,-0.033,-15.198,-31.616,41.687
-0.397,2.444,0.014,5.066,-31.677,29.053
-0.263,2.151,0.011,25.513,-26.611,8.972
-0.257,1.792,0.097,39.063,-16.785,-9.644
-0.333,1.503,0.328,40.833,-6.409,-20.691
-0.434,1.301,0.518,31.250,3.601,-23.560
-0.501,1.191,0.604,15.930,12.024,-20.264
-0.506,1.113,0.625,4.578,13.977,-14.832
-0.483,1.030,0.565,1.831,9.644,-9.033
-0.420,0.958,0.414,-0.061,5.859,-2.747
-0.333,0.910,0.209,-4.517,3.174,4.944
-0.244,0.886,0.043,-8.911,-1.465,12.756
-0.166,0.931,-0.085,-14.343,-5.737,18.494
-0.127,0.995,-0.123,-19.531,-10.498,21.301
-0.096,1.045,-0.109,-25.574,-13.428,20.935
-0.098,1.095,-0.094,-33.264,-12.756,19.104
-0.128,1.190,-0.070,-42.053,-9.277,17.822
-0.172,1.287,-0.053,-47.180,-5.432,16.846
-0.239,1.366,-0.011,-46.692,-3.357,15.259
-0.333,1.374,0.022,-43.457,-2.563,12.085
-0.424,1.367,0.022,-39.001,-2.441,8.484
-0.500,1.342,0.016,-34.668,-4.150,5.432
-0.544,1.318,0.009,-29.846,-7.141,3.906
-0.505,1.281,0.000,-23.254,-8.850,3.113
-0.410,1.247,0.024,-12.939,-9.644,2.441
-0.330,1.177,0.023,0.488,-8.484,-0.061
-0.281,1.085,-0.038,14.099,-4.150,-3.784
-0.238,1.000,-0.084,23.987,0.916,-6.470
-0.200,0.923,-0.117,28.748,4.517,-8.484
-0.170,0.872,-0.128,30.518,4.517,-10.071
-0.160,0.824,-0.119,30.396,0.610,-11.963
-0.167,0.783,-0.113,27.283,-3.479,-13.306
-0.155,0.769,-0.107,21.729,-6.226,-12.756
-0.135,0.758,-0.089,15.930,-10.254,-11.597
-0.102,0.759,-0.086,10.193,-14.709,-10.254
-0.081,0.740,-0.092,6.897,-18.982,-9.094
-0.072,0.704,-0.081,6.409,-23.621,-8.423
-0.077,0.667,-0.062,6.287,-26.794,-7.141
-0.102,0.619,-0.089,6.348,-27.344,-6.287
-0.129,0.571,-0.131,6.226,-26.978,-4.639
-0.148,0.562,-0.166,3.601,-26.794,-2.136
-0.146,0.590,-0.180,-3.113,-26.245,1.587
-0.137,0.649,-0.153,-11.475,-25.146,6.287
-0.141,0.712,-0.087,-17.761,-22.400,9.766
-0.173,0.755,-0.085,-18.250,-16.296,11.963
-0.220,0.772,-0.110,-13.306,-9.399,13.428
